Account_Key,Billing_Num,Book_key,Book_Cycle,Billing_Cycle,Balance,BAR,Total_Due,TDtoBRatio,Instalment,Opening_Balance,Opening_Arrears,Opening_Total_Due,Opening_acc_status,Opening_acc_age,Current_Due,Xdays_Due,Due_30days,Due_60days,Due_90days,Due_120days,Due_150days,Due_180days,Due_210days,Current_per,Xdays_per,30days_per,60days_per,90days_per,120days_per,150days_per,180days_per,210days_per,Deliquency,DC,TDtoBal,ARtoBal,Recency,Account_Age,Case_Age,Original_Band,Current_Band,Existing_Account,PropensistyToRol,BehaviourRiskScore,PaymentProjectionScore,Digigroup,Contact_Score,Credit_Risk,Missing,PContacts,PRPCs,PSMSs,PEmails,PLetters,PDOs,PPTPs,PAttempts,Previous_Account,Previous_Total_Due,Previous_Payment,Previous_Payment_Amount,Previous_Payment_Perc,Previous_Cure,Current_Payment,Current_Payment_Amount,Current_Cure,Age,Gender,LSM,Income_Band,Home_Ownership_Status,Director_Status,ped_id_number,Person1_Score,Person1_MaritalStatus,Person1_MarriageDate,Person1_Gender,Deceased1_IsDeceased,Deceased1_DateOfDeath,Deceased1_PlaceOfDeath,Address1_Score,Address1_ComplexNumber,CreditScore1_CreditScore,CreditScore1_CreditScoreCategory,StrikeDates1_StrikeDate1,StrikeDates1_StrikeDate2,StrikeDates1_StrikeDate3,Judgements1_PersonName,Judgements1_Plaintiff,Judgements1_Attorneys,Judgements1_JudgmentAmount,Income1_Income,Income1_Confidence,EagleEye1_HasDefault,EagleEye1_HasJudgment,EagleEye1_IsDirector,EagleEye1_UnderDebtReview,EagleEye1_OwnsProperty,EagleEye1_LastEmploymentUpdate,EagleEye1_HasPPAccounts,EagleEye1_HasPPAdverse,CellNumber1_Score,CellNumber1_TelNumber,CellNumber1_TelType,CellNumber1_LatestDate,CellNumber2_Score,CellNumber2_TelNumber,CellNumber2_TelType,CellNumber2_LatestDate,CellNumber3_Score,CellNumber3_TelNumber,CellNumber3_TelType,CellNumber3_LatestDate,WorkNumber1_Score,WorkNumber1_TelNumber,WorkNumber1_TelType,WorkNumber1_LatestDate,WorkNumber2_Score,WorkNumber2_TelNumber,WorkNumber2_TelType,WorkNumber2_LatestDate,WorkNumber3_Score,WorkNumber3_TelNumber,WorkNumber3_TelType,WorkNumber3_LatestDate,HomeNumber1_Score,HomeNumber1_TelNumber,HomeNumber1_TelType,HomeNumber1_LatestDate,HomeNumber2_Score,HomeNumber2_TelNumber,HomeNumber2_TelType,HomeNumber2_LatestDate,HomeNumber3_Score,HomeNumber3_TelNumber,HomeNumber3_TelType,HomeNumber3_LatestDate,Employer1_OriginalEmployerName,Employer1_Occupation,Employer1_LatestDate,Employer1_EmployerTelephone,Employer2_OriginalEmployerName,Employer2_Occupation,Employer2_LatestDate,Employer2_EmployerTelephone
1105128871,1,6636,Jan 2026,1,57335.41,0.8041,46103.16,0.8041,1151.24,55239.65,48286.6,47436.35,0,2,10220.78,12190.7,11801.57,11890.11,0.0,0.0,0.0,0.0,0.0,0.2217,0.2644,0.256,0.2579,0.0,0.0,0.0,0.0,0.0,4,4,0.8041,0.8041,16,104,3139,2,5,-1,0.0299,783.52,0.7038,9,3.0,5.0,0,6,3,1,2,2,0,1,22,1,43616.2,0,0.0,0.0,0,0,0.0,0,65.0,2.0,6,1,2,1,,100.0,Divorced,None,Male,False,,,95.2,233.0,510.0,Normal,12.0,,,,,,0,,,False,False,False,False,True,2019-01-30,True,True,,0816873422,Work,2025-02-23,,,Cell,,72.8,,,2024-03-06,,0731457650,Home,2022-12-11,,0818038251,,2025-02-01,80.8,0846182698,,,85.0,0794016934,Cell,2022-01-19,52.1,0816725436,,2024-10-17,,0719045982,,2020-01-07,Woolworths,Engineer,2016-07-10,0790675172,FNB,Analyst,2025-02-05,0717407349
1105076006,3,6636,Dec 2025,4,34328.02,0.3151,10817.32,0.3151,1105.66,33381.91,11003.96,10375.1,0,3,10817.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.3151,0.3151,2,25,757,3,3,1,0.6968,365.66,0.9889,1,29.0,3.0,0,3,1,5,0,1,2,2,15,1,11867.22,0,0.0,0.0,0,0,0.0,0,49.0,,99,3,2,0,8253470090131,100.0,Single,2009-04-15,Female,False,,,66.5,,640.0,Normal,,29.0,22.0,,,,0,3160.0,Low,False,True,False,False,False,,True,True,,0718644023,Home,,,0811727146,,,,,,2023-10-09,,0783681273,Home,2024-04-03,75.4,,Cell,,63.3,,Work,2021-12-30,,0769628371,Work,2024-07-27,97.2,0782080300,Home,2023-12-23,95.1,,,2020-03-06,FNB,Driver,,,XYZ Ltd,Driver,2017-09-13,
1105071259,2,6637,Dec 2025,3,9592.3,0.9863,9461.3,0.9863,542.83,9455.03,9482.08,9066.79,0,11,1333.81,1615.5,1585.94,838.79,1690.9,1001.13,1395.23,0.0,0.0,0.141,0.1707,0.1676,0.0887,0.1787,0.1058,0.1475,0.0,0.0,7,7,0.9863,0.9863,57,18,567,2,2,1,0.7175,543.48,0.6761,3,58.0,3.0,0,7,6,5,1,0,1,0,6,1,8566.94,1,7514.3,0.8771,0,0,0.0,0,54.0,2.0,6,99,0,0,,100.0,Single,,Female,False,,,44.6,,630.0,Normal,13.0,30.0,8.0,,,,0,,,,,,,,,,,,0714767377,,,97.2,0825721461,Cell,,53.5,0796346789,,,79.0,0729702919,Home,2024-08-02,62.1,,,,,0789753161,Work,2025-07-08,86.2,0748211635,Cell,,77.7,0811262572,Home,2020-12-09,53.6,0722506145,Cell,,XYZ Ltd,Director,2021-08-02,0720510899,Woolworths,Analyst,2024-09-29,
1105077461,4,6634,Dec 2025,2,41618.82,0.444,18479.07,0.444,1079.66,40720.26,17845.37,18997.7,0,3,18479.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.444,0.444,5,39,1170,1,5,1,0.2613,102.76,0.3485,4,,,0,9,4,2,2,1,1,3,11,-1,17196.23,0,0.0,0.0,0,0,0.0,0,49.0,2.0,8,5,2,99,2161404057336,100.0,,2007-04-14,,,,,91.2,,670.0,Normal,24.0,10.0,13.0,,,,0,10563.0,Medium,False,False,False,True,False,,False,False,75.4,0799508464,Home,,57.3,0836437040,Work,,,0793771506,,2022-08-31,68.5,,Cell,,53.9,,,2024-11-07,,,,,80.9,0794003605,Work,2021-09-08,67.2,,Cell,,75.2,0795514196,Cell,,Self Employed,,,0764121271,Metro Municipality,,,
1105075561,2,664,Dec 2025,2,40371.88,0.5661,22852.93,0.5661,1734.01,40832.66,22434.81,22556.76,0,12,22852.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5661,0.5661,38,105,3179,2,2,-1,0.8549,397.86,0.0377,8,28.0,6.0,1,10,1,5,2,0,1,0,9,-1,22989.07,1,19589.5,0.8521,0,1,22768.2,0,71.0,,9,7,99,1,7981398243908,100.0,Widowed,2000-08-31,Female,False,,,73.6,,660.0,Normal,19.0,21.0,1.0,,,,0,4289.0,Low,False,True,False,False,False,2025-08-15,True,False,,,Home,2020-08-20,52.9,0813942537,Home,2024-03-19,,,Home,2023-04-21,92.6,0721272447,,,,0814824206,Home,,97.6,,Cell,2021-11-19,66.3,0839404068,Cell,,74.2,0719999287,,,,0836235363,Home,,Eskom,Director,2022-10-22,0832949827,Standard Bank,,2017-01-24,0761284693
1105122745,2,6634,Nov 2025,1,73160.94,0.9511,69586.2,0.9511,3903.89,74803.48,66774.72,67571.43,0,6,9772.53,4921.92,7341.17,19641.66,11731.69,16177.23,0.0,0.0,0.0,0.1404,0.0707,0.1055,0.2823,0.1686,0.2325,0.0,0.0,0.0,6,6,0.9511,0.9511,9,58,1748,1,5,1,0.2625,,0.077,3,17.0,1.0,0,9,5,3,1,0,0,1,30,1,73078.26,0,0.0,0.0,0,1,61802.28,0,67.0,2.0,1,4,1,0,5359156795073,100.0,Widowed,,Female,,,,79.6,119.0,330.0,ThinFile,23.0,11.0,23.0,,,,0,8481.0,Medium,False,False,False,False,False,2020-01-28,True,False,,,Home,2022-07-13,,,Home,2025-09-18,,0761090200,Work,,59.2,0728464196,,2021-09-20,,0728529514,Cell,2022-10-28,53.4,0831156593,,2022-07-20,,0718269650,Cell,,,0792102407,Home,2025-01-14,99.1,0718924466,Home,,Self Employed,Engineer,2023-05-16,,Woolworths,Director,2019-08-09,
1105239199,4,6636,Oct 2025,1,52778.24,0.672,35469.18,0.672,2605.38,54730.66,35217.79,34961.66,0,9,35469.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.672,0.672,6,24,747,1,1,1,0.1725,410.78,0.5446,10,88.0,2.0,0,4,0,1,2,0,0,0,9,1,34520.68,0,0.0,0.0,0,0,0.0,0,45.0,1.0,6,99,0,1,2658420994675,100.0,Divorced,2011-09-11,Female,False,,,91.9,,,,22.0,3.0,26.0,,,,0,4600.0,Low,False,False,False,False,True,2020-01-20,True,True,77.7,,Cell,,69.6,,,,,0715097931,Work,2022-08-17,,0841189844,,2023-05-26,57.6,,Home,2020-07-12,,,,,,0719293757,,2025-04-08,91.3,0782545206,Home,,,0841036001,Work,,Eskom,Teacher,2018-08-02,0824021778,,Driver,2023-03-06,0784113976
1105239387,3,6648,Oct 2025,3,19870.72,0.7542,14987.23,0.7542,1110.02,20374.18,15411.48,14774.53,0,5,12341.69,2645.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235,0.1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.7542,0.7542,16,105,3175,1,3,-1,0.9126,673.66,0.4233,1,,,0,7,7,1,2,0,2,3,2,1,14304.88,0,0.0,0.0,0,0,0.0,0,41.0,1.0,99,6,1,0,4338101222626,100.0,Divorced,1996-05-29,Male,False,,,45.8,,780.0,Normal,27.0,18.0,15.0,,,,0,7796.0,Medium,True,False,False,False,True,,True,False,52.8,0747566407,Cell,2022-04-20,,0788508493,Home,2021-12-09,,0769563124,Cell,,87.0,0763348354,Cell,2020-06-04,,0724719259,Cell,,58.5,0747703490,,2022-04-20,,,,2022-11-04,,0848103596,Home,,82.4,,,2023-07-23,,,2018-08-14,,,Nurse,2018-05-02,0712364682
1105077357,1,6634,Jan 2026,2,79758.34,0.8517,67926.93,0.8517,1778.44,81781.22,64850.85,66458.79,0,6,67926.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8517,0.8517,9999,0,1,2,3,0,0.2659,791.6,0.8572,5,54.0,4.0,0,0,0,0,1,1,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,25.0,1.0,6,3,99,99,6434272804254,,Single,Unknown,Female,,,,,,400.0,ThinFile,22.0,26.0,2.0,,,,0,13053.0,Low,False,True,False,False,False,2024-01-28,True,False,69.3,0839407122,Work,,58.6,0810516618,,2025-03-22,53.0,,,2021-03-06,,,Home,,,,Cell,2023-02-26,79.1,0831181389,,,83.4,,Home,2021-06-10,82.1,,Cell,2024-08-19,,0766125662,,2022-04-27,,Supervisor,2021-10-06,,,,,
1105232805,1,6648,Jan 2026,1,10304.01,0.6133,6319.83,0.6133,238.73,9890.5,6119.51,6172.39,0,5,1374.05,2019.17,239.23,722.42,1964.96,0.0,0.0,0.0,0.0,0.2174,0.3195,0.0379,0.1143,0.3109,0.0,0.0,0.0,0.0,5,5,0.6133,0.6133,20,11,348,4,2,-1,0.3973,399.88,0.7787,3,30.0,4.0,0,9,3,1,1,2,1,3,7,1,5759.19,1,2997.13,0.5204,0,1,3987.22,0,44.0,1.0,9,1,0,1,9338705126960,100.0,Widowed,Unknown,Male,False,,,64.5,,730.0,Normal,20.0,21.0,9.0,,,,0,,,,,,,,,,,97.4,0830283403,Home,2024-08-11,,0794372579,Work,,,0782095557,Cell,,,,,2025-10-18,60.2,,Cell,2025-05-16,66.9,,Cell,2024-07-26,91.9,0740610762,,,94.1,0832606492,Work,,76.2,0838970483,Work,2021-06-15,,,2018-07-26,0733690650,Woolworths,Manager,,
1104951942,1,6638,Dec 2025,3,27758.48,0.3605,10006.9,0.3605,1240.6,28134.93,9761.88,10414.11,0,10,983.76,1549.01,942.0,1370.05,1678.69,2980.42,502.97,0.0,0.0,0.0983,0.1548,0.0941,0.1369,0.1678,0.2978,0.0503,0.0,0.0,7,7,0.3605,0.3605,26,64,1948,3,3,1,0.6517,391.35,0.9689,2,42.0,0.0,0,10,3,1,0,1,2,1,17,-1,9440.78,1,6109.01,0.6471,0,0,0.0,0,58.0,2.0,6,99,0,1,1742109127582,100.0,Single,Unknown,Female,False,,,43.9,861.0,,,27.0,25.0,14.0,,,,0,6495.0,Medium,False,False,False,False,True,2018-01-28,True,True,54.0,,,2024-04-26,,,,2024-02-23,,,Home,2020-05-29,80.0,0761325307,Home,2024-12-09,,0784876547,,,73.6,0838283058,Cell,,61.9,,Work,2020-09-26,95.2,0831372787,Work,,,0846857862,,,Standard Bank,Director,2022-04-15,,,Engineer,2020-07-31,0722650549
1104959287,2,6647,Jan 2026,4,56428.52,0.7444,42005.35,0.7444,2880.97,54613.31,40077.79,41636.8,0,3,7560.79,5767.39,8483.02,5034.68,10534.92,571.07,589.29,3464.19,0.0,0.18,0.1373,0.202,0.1199,0.2508,0.0136,0.014,0.0825,0.0,8,8,0.7444,0.7444,42,41,1250,1,3,1,0.7537,605.41,0.1297,3,9.0,4.0,1,10,1,2,0,0,2,3,8,1,45205.16,1,30671.74,0.6785,0,1,34786.4,0,,2.0,99,6,2,1,3540911996504,100.0,Widowed,2006-02-28,Male,False,,,,962.0,300.0,ThinFile,1.0,26.0,11.0,,,,0,3385.0,Low,,,,,,,,,,0789901922,Cell,2024-12-28,69.3,0792043806,Cell,,85.5,,Work,2022-03-01,,0768634498,Home,2021-06-24,,0722513605,Work,2021-11-14,99.9,0780746866,,2022-06-23,58.1,0816596909,Home,2023-09-26,78.9,0812505876,Cell,2025-01-07,,0837051989,,2024-05-16,,,2017-09-21,0725963184,Woolworths,Analyst,2020-09-30,
1106011831,2,6635,Dec 2025,1,39015.76,0.8284,32320.85,0.8284,1738.73,38140.04,31138.51,31784.58,0,1,32320.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.8284,0.8284,9999,0,10,4,3,0,0.7864,,0.0545,2,100.0,0.0,0,0,0,0,2,0,1,2,0,0,0.0,0,0.0,0.0,0,0,0.0,0,39.0,2.0,99,6,99,0,3556190885472,100.0,Divorced,2006-06-21,Female,False,,,84.8,249.0,530.0,Normal,,9.0,26.0,,,,0,1372.0,Low,True,False,True,False,True,2025-02-04,False,False,,0812107424,Home,2023-11-09,,,,,,,,2020-02-24,,0837877487,Home,2025-07-12,96.2,,,,80.0,,,,93.5,,Home,2022-06-14,,0787512000,,,69.5,0745940804,,2022-05-16,Eskom,Teacher,2023-12-04,,XYZ Ltd,Clerk,,
1106018841,1,6647,Dec 2025,2,41312.25,0.669,27635.94,0.669,1040.84,39957.71,27547.27,27032.59,0,11,9383.61,1532.36,7587.57,2269.52,5103.63,1759.25,0.0,0.0,0.0,0.3395,0.0554,0.2746,0.0821,0.1847,0.0637,0.0,0.0,0.0,6,6,0.669,0.669,33,114,3439,5,1,1,0.6907,809.77,0.624,3,20.0,10.0,0,1,0,0,2,1,1,3,30,-1,24923.43,0,0.0,0.0,0,0,0.0,0,26.0,2.0,7,5,2,0,5751792243329,100.0,Married,,Male,False,,,60.1,,670.0,Normal,23.0,6.0,6.0,,,,0,4807.0,Low,False,False,False,False,True,2023-05-30,False,True,,,Work,,73.1,0720485238,Home,2023-09-13,71.4,0747293250,,2024-03-18,,,Home,2022-05-13,,,Home,,71.8,0760704453,,2024-12-04,73.1,,,2020-08-17,,,,,,0784235823,,2020-01-20,Woolworths,Teacher,,,Shoprite,,2019-12-30,0767765719
1105236546,3,6635,Nov 2025,2,16552.72,0.9942,16457.04,0.9942,555.66,16539.06,16699.74,17049.72,0,5,12045.59,4411.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7319,0.2681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.9942,0.9942,38,26,792,5,3,1,0.3658,877.45,0.8779,5,63.0,2.0,1,9,7,2,1,0,2,2,2,1,15103.66,0,0.0,0.0,0,1,16081.42,0,,1.0,99,2,99,1,0459682521897,100.0,Married,,Male,False,,,91.9,,400.0,ThinFile,12.0,0.0,26.0,,,,0,9158.0,Low,True,False,False,False,True,2021-09-22,True,True,,,Home,2021-01-14,52.7,,Home,2021-04-09,69.0,,Work,,62.6,0764470198,Work,,,0797613726,Cell,,,,Cell,,65.1,0831070213,,,71.1,0712769308,,,89.7,0726062594,Home,2021-04-11,,Technician,2016-10-18,,FNB,Director,2023-11-02,0761311390
1104952767,1,6648,Oct 2025,2,35523.5,0.775,27532.19,0.775,1273.91,35780.7,28162.11,28168.13,0,6,27532.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.775,0.775,6,49,1499,1,4,1,,533.34,0.5659,9,96.0,3.0,0,7,4,4,0,1,2,3,3,1,27724.38,0,0.0,0.0,0,0,0.0,0,39.0,1.0,5,5,99,1,9472308642110,100.0,,2011-02-04,Male,False,,,,,520.0,Normal,12.0,26.0,8.0,,,,0,4536.0,Low,False,False,False,False,False,,True,True,,0793968801,Work,2022-12-09,,,,,,0813916707,Home,2024-10-05,66.9,0721733992,Work,,,,,2024-09-27,91.5,,Work,,89.2,,Work,2020-09-10,94.5,,,,90.7,,Home,,FNB,Manager,,,Shoprite,,2018-09-13,0840825946
1105236637,1,6637,Dec 2025,1,33285.93,0.9879,32883.9,0.9879,1342.82,33796.66,33149.76,31927.82,0,3,4403.45,3620.77,2897.53,4414.71,4353.44,4742.28,3495.32,4948.18,8.22,0.1339,0.1101,0.0881,0.1343,0.1324,0.1442,0.1063,0.1505,0.0002,9,9,0.9879,0.9879,14,78,2355,3,2,-1,0.9399,388.36,0.9173,10,52.0,2.0,0,8,2,0,2,0,0,0,10,1,32001.76,1,20395.65,0.6373,0,0,0.0,0,64.0,1.0,9,99,0,1,2256801644029,,Widowed,None,Male,False,,,52.5,726.0,600.0,Normal,15.0,3.0,,,,,0,4117.0,Low,False,False,False,False,True,2020-06-30,True,False,91.0,,,2020-01-12,74.6,0717041171,,2023-10-18,56.7,0760132361,Home,,50.0,0744664593,Cell,,,0710101574,,2023-09-19,78.6,,,2022-02-24,55.9,,Work,2023-03-12,79.2,0822537110,Home,2020-05-02,,,Work,2025-04-14,,,,,FNB,Supervisor,2016-01-23,0788335842
1105125361,3,6635,Oct 2025,2,5957.35,0.6194,3690.03,0.6194,206.28,6064.13,3720.94,3586.99,0,7,467.83,1276.84,586.09,976.92,305.92,76.43,0.0,0.0,0.0,0.1268,0.346,0.1588,0.2647,0.0829,0.0207,0.0,0.0,0.0,6,6,0.6194,0.6194,43,113,3391,2,1,1,0.8129,,0.0125,3,39.0,4.0,0,9,6,1,2,0,0,3,24,1,3876.57,0,0.0,0.0,0,0,0.0,0,,2.0,2,7,0,99,0828723794661,,,,,,,,87.8,,630.0,Normal,13.0,,8.0,,,,0,4831.0,Low,True,False,False,False,False,2018-09-11,False,False,99.0,,Cell,2022-12-22,55.6,0816862096,,2025-10-03,,0788312933,,2021-12-18,,,,2022-02-18,55.3,0841150881,Cell,,80.9,0813912808,Work,2024-07-07,,,Home,2020-05-05,68.5,,,2023-01-04,93.2,0792974404,Home,,Woolworths,,,,Shoprite,Teacher,2018-05-11,0816329389
1105079041,1,6638,Oct 2025,3,66082.45,0.8048,53183.42,0.8048,3349.0,69281.34,50932.13,55163.19,0,12,1756.46,4232.02,16548.94,10794.06,12115.31,6903.31,833.32,0.0,0.0,0.033,0.0796,0.3112,0.203,0.2278,0.1298,0.0157,0.0,0.0,7,7,0.8048,0.8048,9,107,3211,1,2,1,0.6727,325.1,0.7896,9,82.0,10.0,0,1,1,4,1,0,2,2,22,1,49643.73,0,0.0,0.0,0,0,0.0,0,74.0,1.0,2,5,99,1,5192389219813,100.0,Single,None,Male,False,,,78.5,,590.0,Normal,16.0,3.0,12.0,,,,0,1988.0,Low,False,False,False,False,False,,True,False,74.5,,Cell,2021-12-25,66.4,0838445186,Cell,2024-09-14,,0769934745,,2024-11-07,,0812574557,Home,2025-03-17,52.3,0768790273,Work,,,0739127604,Cell,2020-09-29,90.7,0823710500,Cell,2024-04-28,,,,,76.7,0722450343,Home,,XYZ Ltd,,2025-06-28,0765159875,Sasol,,2025-12-01,0784722346
1104954176,3,6637,Nov 2025,2,71773.08,0.5057,36292.72,0.5057,2512.26,75297.46,34748.02,37146.95,0,3,9958.43,7256.76,10250.43,6265.2,2561.9,0.0,0.0,0.0,0.0,0.2744,0.2,0.2824,0.1726,0.0706,0.0,0.0,0.0,0.0,5,5,0.5057,0.5057,34,35,1079,2,4,-1,0.9053,296.5,0.859,4,37.0,2.0,1,2,1,5,1,2,0,2,27,1,36653.39,0,0.0,0.0,0,1,35336.77,0,75.0,1.0,99,4,99,0,3885258762772,100.0,Divorced,1993-11-30,Female,False,,,65.9,,830.0,Normal,13.0,,27.0,,,,0,5185.0,Low,True,False,False,False,False,2025-02-09,True,False,57.6,0819756317,Cell,,85.5,0737920174,Work,2021-09-15,,0761332976,,2021-06-30,66.3,0739203683,Work,2021-12-16,,,,,75.6,0720227386,Cell,,,0845561755,Home,2023-03-16,,0780386123,Cell,2020-07-25,,0794668483,,,FNB,Nurse,2022-05-17,0839251992,,,2022-12-09,0841953486
1105125217,2,6637,Oct 2025,4,70039.75,0.3293,23060.87,0.3293,1723.02,72439.43,22442.11,23209.74,0,6,23060.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.3293,0.3293,9999,0,18,1,1,0,0.8948,903.64,0.3037,3,62.0,-1.0,0,0,0,0,0,0,1,3,0,0,0.0,0,0.0,0.0,0,0,0.0,0,70.0,1.0,7,99,1,99,,100.0,Widowed,Unknown,Female,False,,,60.2,,310.0,ThinFile,27.0,1.0,0.0,,,,0,7426.0,Low,,,,,,,,,65.2,0841489375,,2024-08-22,,,Cell,2024-12-20,,0818965547,Home,2020-06-26,,0743238443,,,68.3,,Home,,89.3,,Work,,,,,2025-08-07,75.2,0828776883,,,54.0,0716645382,,,Woolworths,Clerk,,0713803893,Old Mutual,Director,2015-12-13,
1105124409,3,6636,Dec 2025,4,38449.44,0.4803,18466.06,0.4803,1082.07,37574.63,18497.67,18076.33,0,5,1464.69,3710.16,5372.23,844.38,3475.73,3598.87,0.0,0.0,0.0,0.0793,0.2009,0.2909,0.0457,0.1882,0.1949,0.0,0.0,0.0,6,6,0.4803,0.4803,4,46,1384,4,4,1,0.4331,152.95,0.5741,8,8.0,-1.0,0,5,4,3,2,2,2,1,21,-1,20109.68,1,12613.92,0.6273,0,0,0.0,0,41.0,1.0,10,99,1,99,,100.0,Married,1997-10-07,Male,False,,,51.3,439.0,670.0,Normal,17.0,3.0,18.0,,,,0,9278.0,Medium,True,False,False,False,False,2020-12-29,True,True,61.2,0837100575,Home,,,0842404072,Cell,,,,Cell,2022-10-31,91.6,0738053722,Home,2023-04-19,,0826248408,Cell,2025-02-15,,,Cell,2021-01-02,,,,2022-04-07,,,,2025-10-23,,,,2025-02-22,Self Employed,Clerk,2020-07-01,,XYZ Ltd,Driver,,
1104958348,4,6634,Nov 2025,1,43099.46,0.7785,33551.35,0.7785,894.91,41134.48,33996.39,33245.83,0,5,4959.34,2713.67,7188.54,5780.9,6352.23,6556.67,0.0,0.0,0.0,0.1478,0.0809,0.2143,0.1723,0.1893,0.1954,0.0,0.0,0.0,6,6,0.7785,0.7785,10,66,1995,1,4,-1,0.4979,820.64,0.8736,2,,6.0,1,9,3,2,2,2,1,3,23,-1,31211.43,0,0.0,0.0,0,0,0.0,0,43.0,2.0,2,99,99,99,2381459293346,100.0,Widowed,None,Female,False,,,41.3,,540.0,Normal,20.0,7.0,14.0,,,,0,33922.0,Moderate,True,True,False,False,True,2021-11-08,True,False,,,,2020-04-13,65.8,0827849815,,2025-03-26,,0815360767,,2020-02-20,97.3,,Home,2024-09-01,,0810019996,,2020-03-17,,0729208807,,,55.7,0837444235,Home,,,0795086730,,2021-07-26,,0799441548,Work,,Self Employed,,2015-03-12,,,Supervisor,,
1105127141,4,6637,Nov 2025,2,57119.34,0.6727,38426.82,0.6727,1764.23,57736.38,38905.01,39003.24,0,10,38426.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.6727,0.6727,1,28,842,3,5,1,0.7719,411.88,0.2604,4,69.0,0.0,0,4,3,0,0,1,2,0,22,-1,41816.59,0,0.0,0.0,0,1,25745.62,0,59.0,2.0,8,99,99,1,8870073846799,100.0,Widowed,,Male,False,,,44.8,673.0,570.0,Normal,12.0,13.0,10.0,,,,0,2730.0,Low,False,False,False,False,False,2021-09-13,True,False,58.8,,Cell,2025-04-28,66.0,0815682569,Cell,2020-03-21,,0782537956,Work,2023-12-14,60.4,0827687054,,2022-01-30,75.4,0786750898,,,,0735310248,Cell,2020-08-02,78.1,,,,65.6,,Work,2025-01-13,81.7,,Cell,2020-03-26,,Technician,,0814884405,,Engineer,,0794413175
1105079514,4,6648,Dec 2025,4,15529.29,0.8746,13581.38,0.8746,474.07,15306.32,13312.95,13570.44,0,12,7230.56,6350.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5324,0.4676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.8746,0.8746,6,83,2500,1,1,1,0.3075,692.43,0.7103,1,86.0,1.0,0,1,1,4,0,0,0,1,6,-1,12449.1,1,6701.38,0.5383,0,0,0.0,0,45.0,2.0,99,8,99,0,0598638028066,100.0,Widowed,Unknown,Female,False,,,99.2,,490.0,Normal,23.0,18.0,,,,,0,41379.0,High,False,False,False,False,False,2018-06-03,True,False,86.6,,,2025-12-04,,0737694266,Work,,,0723203242,,2023-10-23,78.5,0730873034,,,,0794604292,Cell,2025-11-14,57.3,0790965858,Cell,,76.6,0799601866,,,,0810112674,Home,,70.4,,Home,2023-10-28,Standard Bank,Engineer,,0733799098,Eskom,,,
1105235078,1,6635,Dec 2025,2,69429.71,0.8315,57729.49,0.8315,3473.72,70521.42,59092.39,56747.92,0,7,1834.56,4198.3,15690.03,12477.08,3480.87,20048.65,0.0,0.0,0.0,0.0318,0.0727,0.2718,0.2161,0.0603,0.3473,0.0,0.0,0.0,6,6,0.8315,0.8315,21,116,3490,3,2,1,0.4035,621.98,0.6478,6,67.0,6.0,1,0,0,4,1,1,0,2,1,-1,53113.53,0,0.0,0.0,0,1,32559.47,0,,1.0,1,5,2,1,1433638523905,100.0,Widowed,Unknown,Female,False,,,52.2,,,,22.0,15.0,0.0,,,,0,,,True,False,False,False,True,2022-02-06,True,True,74.4,0785529493,Home,2025-04-14,54.8,0763294683,Cell,,89.0,0825218450,Work,,83.0,0820031653,Cell,2022-05-02,,,,,,0711161377,Work,2024-08-05,52.4,0834135861,,2025-05-24,64.6,0732233382,Work,,,,Work,2022-05-14,ABC Corp,Analyst,,0785889303,Sasol,Teacher,,
